 36 months, 60 months,1 year,10+ years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,< 1 year,MORTGAGE,Not Verified,OTHER_Home_Ownership,OTHER_Purposes,OWN,RENT,Source Verified,Verified,annual_inc,car,credit_card,debt_consolidation,educational,funded_amnt,home_improvement,house,installment,int_rate,loan_amnt,major_purchase,medical,moving,renewable_energy,small_business,vacation,wedding
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,48000.0,0,1,0,0,12000.0,0,0,276.06,13.49,12000.0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,49000.0,0,0,1,0,4400.0,0,0,146.13,11.99,4400.0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,125000.0,0,0,1,0,30000.0,0,0,1049.1,15.62,30000.0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,110000.0,0,0,0,0,35000.0,0,0,932.17,20.25,35000.0,0,0,0,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,59000.0,0,0,0,0,10000.0,0,0,311.02,7.49,10000.0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,57600.0,0,0,1,0,5500.0,0,0,182.66,11.99,5500.0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35000.0,0,0,0,0,13750.0,0,0,361.93,19.69,13750.0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,50000.0,0,0,1,0,7550.0,0,0,178.79,14.79,7550.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,62400.0,1,0,0,0,6000.0,0,0,143.47,15.23,6000.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,100000.0,0,1,0,0,17000.0,0,0,417.85,16.49,17000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40000.0,0,0,1,0,20000.0,0,0,474.86,14.91,20000.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,60000.0,0,0,0,0,6000.0,0,0,212.4,16.49,6000.0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,60000.0,0,0,0,0,6800.0,0,0,183.93,20.99,6800.0,0,0,0,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,122708.0,0,0,1,0,8475.0,0,0,285.52,12.99,8475.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,37000.0,0,0,1,0,6400.0,0,0,137.85,10.59,6400.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,32000.0,0,0,1,0,6400.0,0,0,199.06,7.49,6400.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,70000.0,0,0,0,0,8000.0,1,0,219.78,21.74,8000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,65000.0,0,0,0,0,25975.0,1,0,597.55,13.49,25975.0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,40000.0,0,1,0,0,7500.0,0,0,228.14,5.99,7500.0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30000.0,0,0,0,0,3000.0,0,0,93.31,7.49,3000.0,0,0,1,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,39800.0,0,0,0,0,11400.0,0,0,294.41,18.79,11400.0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,54000.0,0,0,1,0,15000.0,0,0,371.91,16.89,15000.0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10140.0,0,1,0,0,1000.0,0,0,33.91,13.43,1000.0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,35000.0,0,0,1,0,11000.0,0,0,347.2,8.49,11000.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,70000.0,0,0,0,0,8000.0,1,0,196.64,16.49,8000.0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,45000.0,0,1,0,0,8000.0,0,0,273.39,13.99,8000.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,48000.0,0,0,1,0,16000.0,0,0,406.21,17.99,16000.0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,137170.0,0,0,1,0,18850.0,0,0,496.17,19.69,30000.0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50000.0,0,0,0,0,5000.0,0,0,170.87,13.99,5000.0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,60000.0,0,0,1,0,6000.0,0,0,154.96,18.79,6000.0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,65000.0,0,0,1,0,14000.0,0,0,351.64,17.49,14000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,40000.0,0,0,1,0,4800.0,0,0,122.91,18.39,4800.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,96000.0,0,0,1,0,20000.0,0,0,502.34,17.49,20000.0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36000.0,0,0,1,0,7800.0,0,0,198.03,17.99,7800.0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,45000.0,0,0,1,0,7400.0,0,0,201.7,21.36,7400.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,35000.0,0,0,0,0,5000.0,0,0,168.45,12.99,5000.0,0,0,1,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,99840.0,0,0,1,0,9000.0,0,0,226.06,17.49,9000.0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,50004.0,0,0,1,0,10350.0,0,0,277.8,20.62,10350.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,21000.0,0,0,0,0,5000.0,0,0,175.77,15.99,5000.0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,39600.0,1,0,0,0,4000.0,0,0,86.16,10.59,4000.0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,120000.0,0,1,0,0,26275.0,0,0,672.8,18.39,30000.0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,39666.0,0,0,1,0,8000.0,0,0,287.18,17.49,8000.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,48000.0,0,0,1,0,11775.0,0,0,295.76,17.49,17000.0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,60000.0,0,0,0,0,1000.0,0,0,34.18,13.99,1000.0,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,55000.0,0,0,1,0,6000.0,0,0,210.92,15.99,6000.0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,55963.0,0,0,1,0,2100.0,0,0,69.24,11.49,2100.0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,72357.0,0,0,1,0,30000.0,0,0,1061.99,16.49,30000.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,27000.0,0,0,0,0,1800.0,0,0,39.58,11.49,1800.0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,70000.0,0,0,0,0,6000.0,0,0,189.38,8.49,6000.0,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35000.0,0,0,1,0,3600.0,0,0,78.26,10.99,3600.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,110000.0,0,1,0,0,11225.0,0,0,275.91,16.49,18000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,52000.0,0,0,0,0,9600.0,0,0,211.09,11.49,9600.0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,30000.0,0,0,0,0,4000.0,0,0,139.88,15.62,4000.0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,28332.0,0,0,1,0,5000.0,0,0,122.9,16.49,5000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,36600.0,0,0,0,0,6000.0,0,0,138.03,13.49,6000.0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,36000.0,0,0,0,0,3000.0,0,0,101.07,12.99,3000.0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,21600.0,0,0,0,0,3000.0,0,0,65.22,10.99,3000.0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,28000.0,0,0,1,0,4500.0,0,0,142.04,8.49,4500.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,40000.0,0,0,1,0,6800.0,0,0,167.14,16.49,6800.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,95000.0,0,0,1,0,13600.0,0,0,299.04,11.49,13600.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,27600.0,0,0,1,0,8000.0,0,0,191.5,15.28,8000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,62400.0,0,0,0,0,15225.0,0,0,405.5,20.25,16000.0,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,48000.0,0,0,1,0,15350.0,0,0,341.38,11.99,24000.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,65000.0,0,0,1,0,20150.0,0,0,549.22,21.36,27300.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,83196.0,0,0,1,0,10575.0,0,0,246.01,13.99,16000.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,33000.0,0,0,0,0,1000.0,0,0,24.32,15.99,1000.0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,59000.0,0,0,1,0,9725.0,0,0,241.12,16.89,15000.0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30892.8,0,0,0,0,3100.0,0,0,100.89,10.59,3100.0,0,0,0,0,0,0,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38000.0,0,0,1,0,9600.0,0,0,218.39,12.99,9600.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,49992.0,0,0,1,0,15275.0,0,0,394.48,18.79,25000.0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,57068.0,0,0,1,0,1600.0,0,0,55.65,15.23,1600.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,60000.0,0,0,1,0,12000.0,0,0,424.8,16.49,12000.0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28800.0,0,0,1,0,5750.0,0,0,150.08,19.29,5750.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,12000.0,0,0,0,0,3800.0,0,0,90.87,15.23,3800.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,82000.0,0,0,0,0,21825.0,0,0,554.1,17.99,35000.0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,59712.0,0,0,0,0,10000.0,1,0,227.48,12.99,10000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,24398.0,0,0,0,0,6000.0,0,0,149.57,17.14,6000.0,0,0,0,0,1,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,78000.0,0,0,1,0,18175.0,0,0,441.89,15.99,26500.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,26240.0,0,0,0,0,6600.0,0,0,217.62,11.49,6600.0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,50400.0,1,0,0,0,7750.0,0,0,168.47,10.99,7750.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,64000.0,0,0,0,0,19675.0,0,0,503.8,18.39,30000.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,60000.0,0,0,1,0,5000.0,0,0,166.05,11.99,5000.0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59000.0,0,0,1,0,12600.0,0,0,391.89,7.49,14400.0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,38000.0,0,0,1,0,5000.0,0,0,168.45,12.99,5000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,24000.0,0,0,0,0,7500.0,0,0,170.61,12.99,7500.0,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,38496.0,0,0,1,0,14350.0,0,0,352.72,16.49,22325.0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,182004.0,0,0,1,0,32000.0,0,0,819.4,18.39,32000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,60000.0,0,0,1,0,14400.0,0,0,383.52,20.25,14400.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,80000.0,0,0,0,0,21275.0,0,0,483.97,12.99,35000.0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,48200.0,0,0,1,0,10000.0,0,0,354.0,16.49,10000.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,92000.0,0,0,0,0,21350.0,0,0,573.04,20.62,35000.0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,18000.0,0,0,0,0,7600.0,0,0,239.88,8.49,7600.0,0,0,0,0,0,1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45000.0,0,0,1,0,16625.0,0,0,365.55,11.49,25000.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,60000.0,0,1,0,0,13000.0,0,0,419.42,9.99,13000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,34800.0,0,0,1,0,12925.0,0,0,281.74,11.11,20500.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,83374.0,0,1,0,0,10000.0,0,0,258.26,18.79,10000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,180000.0,0,0,0,0,17975.0,1,0,464.21,18.79,29500.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38400.0,0,0,1,0,9000.0,0,0,228.5,17.99,9000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,80004.0,0,0,1,0,9600.0,0,0,241.13,17.49,9600.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,43000.0,0,0,1,0,9600.0,0,0,245.82,18.39,9600.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,42000.0,0,0,0,0,4000.0,0,0,139.12,15.23,4000.0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28800.0,0,0,1,0,7200.0,0,0,239.11,11.99,7200.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,35000.0,0,0,1,0,9000.0,0,0,296.75,11.49,9000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27600.0,0,0,1,0,2925.0,0,0,74.26,17.99,2925.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,42000.0,0,0,0,0,2525.0,0,0,64.11,17.99,2525.0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9600.0,1,0,0,0,2950.0,0,0,105.9,17.49,2950.0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,50000.0,0,1,0,0,20000.0,0,0,495.87,16.89,20000.0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,28000.0,0,1,0,0,8400.0,0,0,274.97,10.99,8400.0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40000.0,0,0,0,0,3600.0,0,0,89.26,16.89,3600.0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50000.0,0,0,0,0,5000.0,1,0,150.8,5.42,5000.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,48000.0,0,0,1,0,20000.0,0,0,495.87,16.89,20000.0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,54000.0,0,0,1,0,10800.0,0,0,379.65,15.99,10800.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,48000.0,1,0,0,0,6000.0,0,0,197.83,11.49,6000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,58000.0,0,1,0,0,8000.0,0,0,177.92,11.99,8000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,45600.0,0,0,1,0,8000.0,0,0,204.24,18.25,8000.0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,56820.0,0,0,1,0,10000.0,0,0,325.45,10.59,10000.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,24996.0,0,0,1,0,5000.0,0,0,157.82,8.49,5000.0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,62208.0,0,0,1,0,20800.0,0,0,532.61,18.39,20800.0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,45314.0,1,0,0,0,3000.0,0,0,104.34,15.23,3000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,135000.0,0,0,0,0,15000.0,0,0,368.69,16.49,15000.0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,60000.0,0,0,0,0,12000.0,0,0,430.77,17.49,12000.0,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,75000.0,0,0,1,0,12000.0,0,0,395.66,11.49,12000.0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,74000.0,0,0,1,0,15000.0,0,0,527.29,15.99,15000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,50000.0,0,0,0,0,11100.0,0,0,302.55,21.36,11100.0,0,0,0,0,1,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,67200.0,0,0,0,0,5600.0,0,0,143.4,18.39,5600.0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,25200.0,0,0,0,0,1200.0,1,0,42.19,15.99,1200.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,65000.0,0,0,1,0,4900.0,0,0,171.36,15.62,4900.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,58000.0,0,1,0,0,17000.0,0,0,378.07,11.99,17000.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,93000.0,0,1,0,0,24000.0,0,0,619.81,18.79,24000.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,20496.0,0,0,0,0,2800.0,0,0,66.31,14.79,2800.0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40000.0,0,0,0,0,6000.0,0,0,142.08,14.79,6000.0,0,0,0,0,1,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,55200.0,0,0,1,0,18200.0,0,0,466.04,18.39,25975.0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,66000.0,0,0,0,0,8000.0,0,0,186.11,13.99,8000.0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,30156.0,0,0,0,0,7000.0,0,0,216.11,6.99,7000.0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45912.0,0,1,0,0,10000.0,0,0,315.63,8.49,10000.0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,84500.0,0,0,1,0,24575.0,0,0,617.25,17.49,24575.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,65000.0,0,0,0,0,4800.0,1,0,105.55,11.49,4800.0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,73000.0,0,0,1,0,10000.0,0,0,261.01,19.29,10000.0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,60000.0,0,0,0,0,9975.0,0,0,229.48,13.49,9975.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,35238.48,0,0,1,0,10000.0,0,0,336.9,12.99,10000.0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30000.0,0,0,1,0,8325.0,0,0,209.19,17.51,8325.0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27600.0,0,0,1,0,7000.0,0,0,244.79,15.62,7000.0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,36000.0,0,0,0,0,5000.0,0,0,130.51,19.29,5000.0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,121500.0,0,0,0,0,15000.0,0,0,348.95,13.99,15000.0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,64000.0,0,0,1,0,11250.0,0,0,261.71,13.99,11250.0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,28500.0,0,0,0,0,1600.0,1,0,54.29,13.49,1600.0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,69600.0,0,0,1,0,20000.0,0,0,654.68,10.99,20000.0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,55000.0,0,0,0,0,16000.0,0,0,542.89,13.49,16000.0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,48000.0,0,0,0,0,5000.0,0,0,122.9,16.49,5000.0,0,0,1,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37800.0,0,0,1,0,19700.0,0,0,438.12,11.99,19700.0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,48000.0,0,0,0,0,1800.0,0,0,60.65,12.99,1800.0,1,0,0,0,0,0,0
